idx,hashtag,emoji_s,count
449,A50 涨,"(11, 14, 8, 9, 3, 10, 7, 6, 18, 22, 15, 12, 13, 17, 20, 5, 4, 24, 21, 23, 19, 2)","(339, 27, 26, 26, 23, 19, 18, 15, 15, 14, 13, 12, 12, 12, 12, 11, 11, 10, 9, 8, 7, 4)"
450,A50,"(11, 2, 14, 6, 8, 3, 5, 15, 10, 7, 19, 1, 12, 21, 13, 23, 9, 4, 18, 16, 20, 22, 24)","(326, 233, 214, 209, 135, 70, 62, 39, 35, 27, 27, 22, 18, 18, 14, 11, 10, 9, 9, 8, 8, 7, 1)"
451,AeiherumuhRoo,"(4, 18, 1, 13, 11, 2, 8, 16, 14, 12, 6, 15, 21, 7, 9, 10, 20, 23, 24, 3, 5, 19, 22)","(7187, 681, 330, 66, 36, 35, 13, 9, 8, 8, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1)"
452,AG超玩会赢了,"(5, 15, 19, 16, 8, 2, 11, 7, 4, 20, 23, 22, 17, 1, 6, 24, 18, 3, 14, 13, 21)","(2823, 378, 351, 118, 47, 42, 27, 21, 19, 17, 16, 14, 12, 8, 8, 8, 6, 2, 1, 1, 1)"
453,AG输了,"(5, 11, 14, 19, 8, 2, 6, 4, 1, 22, 18, 21, 17, 10, 13, 16, 3, 9, 15, 24)","(481, 70, 54, 37, 36, 35, 28, 28, 18, 18, 8, 8, 7, 4, 4, 3, 1, 1, 1, 1)"
454,AirPods Pro美国全网脱销,"(8, 11, 6, 9, 14, 4, 3, 7, 16, 21, 15, 1, 2, 10, 17, 24, 18, 20, 23, 5, 19, 12, 13)","(164, 43, 41, 40, 26, 20, 15, 12, 12, 12, 10, 8, 8, 8, 8, 8, 7, 7, 5, 3, 3, 2, 1)"
455,AirPods单季营收达40亿美元,"(8, 6, 15, 14, 24, 3, 11, 2, 16, 9, 10, 20, 5, 21)","(51, 21, 10, 8, 8, 6, 6, 5, 5, 4, 4, 2, 1, 1)"
456,AirPods挂绳,"(11, 18, 4, 2, 9, 1, 19, 24, 13, 3, 14, 6, 12, 20, 21, 23, 10, 16, 17, 8, 15, 22)","(60, 17, 13, 10, 8, 7, 7, 7, 6, 4, 4, 4, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1)"
457,Amber为雪莉庆生,"(16, 5, 11, 4, 18, 23, 24, 21, 9, 17, 19, 14, 15, 20, 1, 6, 7, 10, 12, 8, 2, 3, 13, 22)","(5938, 1270, 114, 62, 38, 33, 12, 11, 10, 9, 8, 6, 6, 4, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1)"
458,Amber回忆雪莉,"(16, 5, 17, 14, 18, 22, 23, 8, 24, 1, 4, 10, 21, 9, 12, 19, 2, 7, 11, 20, 13)","(1263, 636, 46, 38, 24, 14, 13, 12, 12, 10, 10, 8, 8, 7, 5, 5, 3, 3, 3, 3, 1)"
459,angelababyP图参加红毯,"(11, 6, 3, 8, 4, 16, 15, 7, 22, 12, 14, 23, 2, 19, 9, 13, 10, 18, 21, 24, 1, 5, 17, 20)","(1142, 565, 540, 161, 88, 60, 41, 22, 21, 19, 18, 15, 13, 11, 10, 9, 7, 7, 7, 7, 6, 6, 6, 6)"
460,Apink回归,"(7, 5, 16, 11, 6, 15, 4, 13, 14, 23, 21, 8, 18, 2, 19, 22, 20, 12, 3, 9, 24, 1)","(3756, 623, 541, 355, 75, 43, 42, 24, 21, 17, 13, 11, 11, 9, 9, 9, 7, 6, 5, 4, 3, 1)"
461,ApplePencil或将配摄像头,"(8, 10, 11, 6, 19, 21, 1, 9, 20, 14, 2, 3, 5, 16, 22)","(79, 41, 25, 16, 9, 5, 3, 3, 3, 2, 1, 1, 1, 1, 1)"
462,AXX 厉害,"(15, 19, 8, 11, 5, 6, 14, 16, 21, 7, 1, 22, 20, 23, 2, 4, 17, 3, 18, 9, 13, 24)","(4688, 681, 85, 80, 36, 26, 17, 17, 15, 14, 11, 10, 8, 8, 5, 3, 3, 2, 2, 1, 1, 1)"
463,AYLA,"(11, 4, 14, 8, 13, 18, 6, 23, 21, 1, 9, 7, 22, 12, 20, 3, 19, 5, 17, 2, 16)","(1877, 579, 55, 43, 26, 25, 16, 15, 14, 13, 11, 9, 9, 7, 6, 5, 5, 4, 3, 2, 1)"
464,A股,"(6, 5, 8, 4, 3, 14, 1, 18, 15, 2, 13, 11, 21, 17, 9, 10, 16, 19, 23, 22, 12, 7, 20, 24)","(1634, 1628, 1542, 823, 409, 349, 326, 310, 253, 218, 139, 135, 131, 126, 97, 88, 71, 56, 56, 50, 25, 22, 21, 14)"
465,A股鼠年第一个交易日,"(5, 17, 6, 11, 13, 18, 1, 14, 4, 23, 2, 3, 21, 24, 7, 20, 16)","(261, 91, 39, 23, 20, 15, 14, 13, 12, 10, 9, 7, 7, 7, 4, 4, 1)"
466,baby 抹胸T恤,"(11, 7, 16, 13, 3, 23, 18, 6, 15, 14, 4, 5, 17, 24, 1, 21, 22, 9, 19, 10, 12, 8)","(1844, 458, 121, 46, 45, 29, 26, 24, 23, 22, 21, 15, 14, 14, 12, 12, 12, 8, 8, 7, 5, 1)"
467,baby中国风造型,"(7, 11, 16, 14, 6, 18, 15, 13, 5, 8, 1, 4, 23, 3, 22, 19, 12, 17, 24, 10, 9, 20, 21, 2)","(787, 611, 353, 167, 40, 38, 37, 35, 30, 28, 27, 27, 21, 20, 18, 16, 14, 14, 14, 13, 8, 8, 7, 3)"
468,baby冬日清宫装,"(7, 11, 16, 8, 4, 3, 14, 5, 1, 17, 6, 10, 21, 15, 18, 22, 13, 20, 23, 9)","(570, 263, 81, 33, 22, 18, 13, 13, 12, 7, 6, 6, 6, 5, 5, 5, 2, 2, 2, 1)"
469,baby吃到自己种的鸡毛菜,"(7, 11, 22, 8, 15, 6, 3, 9, 21, 16, 23, 14, 19, 18, 4, 20, 12, 13, 1, 2, 17, 24, 5, 10)","(5503, 898, 463, 173, 172, 87, 39, 33, 27, 26, 23, 20, 17, 11, 8, 8, 7, 5, 2, 2, 2, 2, 1, 1)"
470,baby小海绵日本滑雪,"(11, 16, 14, 7, 1, 4, 6, 15, 3, 10, 23, 2, 13, 8, 12, 17, 19, 22, 5, 24, 18, 9, 21, 20)","(1201, 599, 210, 115, 53, 48, 47, 47, 34, 33, 33, 29, 24, 20, 20, 20, 19, 17, 15, 14, 12, 11, 10, 3)"
471,baby扶刘亦菲,"(16, 11, 2, 7, 18, 4, 13, 17, 5, 8, 23, 6, 19, 15, 1, 21, 24, 14, 20, 3, 10, 9, 12, 22)","(2435, 476, 245, 223, 52, 48, 44, 40, 38, 38, 37, 33, 33, 32, 30, 30, 30, 29, 28, 26, 26, 24, 23, 21)"
472,baby机车风抹胸皮裙,"(7, 11, 16, 18, 4, 15, 20, 22, 1, 19, 10, 17, 24, 2, 14, 6, 21, 5, 8, 23)","(67, 18, 17, 12, 11, 9, 7, 7, 6, 6, 5, 3, 3, 2, 2, 2, 2, 1, 1, 1)"
473,baby金属感抹胸长裙,"(4, 23, 24, 7, 16, 20, 15, 5, 12, 14, 22, 21)","(20, 20, 17, 14, 12, 11, 8, 6, 5, 4, 3, 1)"
474,BBC总结中国80后五大特征,"(6, 9, 1, 14, 18, 11, 3, 10, 13, 8, 21, 22, 5, 2, 4, 16, 19, 20, 24)","(32, 27, 24, 11, 9, 8, 7, 6, 6, 4, 4, 4, 3, 2, 1, 1, 1, 1, 1)"
475,BBC揭美猪肉加工厂超800人感染内情,"(12, 2, 15, 1, 18, 8, 10, 5, 6, 7, 4, 19, 21)","(72, 18, 11, 9, 3, 2, 2, 1, 1, 1, 1, 1, 1)"
476,Bella发文与高以翔告别,"(18, 5, 16, 23, 4, 14, 7, 17, 22, 9, 12, 15, 10, 19, 21, 1, 2, 20, 8, 11, 24, 13)","(3354, 616, 417, 84, 50, 42, 16, 13, 12, 10, 10, 10, 9, 8, 8, 6, 6, 6, 5, 5, 5, 3)"
477,BewhY 周震南,"(14, 11, 4, 16, 23, 7, 2, 8, 12, 1, 5, 18, 10, 15, 3, 9, 13, 17, 19, 6, 21, 20, 22, 24)","(10319, 914, 371, 349, 298, 290, 96, 55, 37, 30, 24, 21, 14, 13, 10, 8, 7, 7, 7, 6, 6, 4, 4, 4)"
478,BIGBANG与YG续约,"(7, 11, 16, 5, 1, 4, 14, 8, 15, 18, 10, 9, 13, 19, 2, 17, 23, 6, 12, 21, 24, 3, 20, 22)","(4866, 991, 639, 601, 133, 97, 26, 26, 24, 14, 12, 10, 10, 6, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1)"
479,BLACKPINK将于6月回归,"(7, 5, 16, 11, 4, 6, 18, 23, 14, 10, 19, 22, 20, 3, 24, 15, 21, 8, 13, 17, 2, 9, 12, 1)","(7828, 704, 549, 265, 191, 95, 37, 32, 28, 22, 15, 15, 12, 11, 9, 6, 6, 5, 4, 4, 3, 3, 3, 2)"
480,b站拿下s赛独家转播权,"(15, 22, 8, 17, 23, 18, 20, 12, 19, 21, 14, 7, 24)","(50, 15, 11, 11, 10, 7, 7, 5, 4, 3, 2, 2, 1)"
481,B站直播崩了,"(6, 8, 21, 11, 3, 24, 14, 9, 7, 12, 4, 22, 10, 16, 18, 15, 13, 19, 23, 2, 20, 1)","(1316, 375, 87, 57, 47, 32, 22, 20, 19, 17, 17, 14, 11, 9, 8, 7, 6, 6, 6, 4, 4, 1)"
482,B站运营 大碗宽面,"(4, 14, 12, 1, 6, 11, 2, 18, 8, 16, 15, 5, 19, 13, 9, 3, 7, 22, 24, 20, 10, 21, 17, 23)","(7708, 3169, 1603, 787, 408, 377, 357, 300, 193, 145, 137, 118, 55, 35, 33, 30, 25, 23, 21, 19, 18, 18, 17, 12)"
483,CardiB炫耀自己登上中国新闻,"(3, 8, 11, 6, 15, 4, 1, 20, 13, 18, 16, 23, 2, 21, 22, 9, 10, 14)","(2183, 581, 188, 183, 43, 42, 9, 8, 7, 7, 6, 6, 5, 5, 5, 3, 3, 1)"
484,CardiB称赞中国防疫措施,"(15, 3, 23, 8, 14, 18, 2, 6, 4, 20, 22, 21, 7, 16, 5, 11)","(1829, 187, 105, 81, 25, 16, 15, 12, 7, 7, 7, 5, 4, 2, 1, 1)"
485,CATTI成绩,"(5, 21, 8, 6, 7, 2, 11, 23, 14, 15, 12, 13, 1, 3, 19, 9)","(288, 127, 84, 73, 26, 21, 18, 15, 11, 9, 6, 5, 4, 4, 3, 2)"
486,cba,"(16, 5, 1, 8, 6, 3, 15, 14, 11, 2, 19, 22, 7, 9, 23, 21, 10, 4, 13, 20, 18, 12, 24, 17)","(631, 603, 538, 365, 284, 128, 103, 82, 65, 58, 58, 36, 21, 18, 18, 15, 14, 11, 9, 8, 3, 2, 2, 1)"
487,CBA外援奏国歌未行注目礼被罚款,"(4, 11, 6, 15, 19, 8, 17, 3, 13, 12, 14, 16, 18, 22, 9)","(403, 148, 25, 25, 23, 18, 7, 6, 5, 4, 2, 2, 2, 2, 1)"
488,CBA暂停两周,"(15, 5, 22, 9, 19, 14, 2, 18, 21, 23, 16, 17, 10, 4, 11, 12, 13, 20)","(104, 25, 16, 9, 9, 7, 6, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1, 1)"
489,CDC成都集团,"(19, 11, 4, 14, 6, 15, 16, 5, 13, 3, 20, 8, 23, 1, 18, 7, 2, 24)","(2877, 663, 95, 54, 36, 32, 28, 26, 26, 14, 14, 13, 12, 8, 8, 6, 4, 4)"
490,CGTN揭露新疆暴恐幕后黑手,"(15, 16, 22, 17, 2, 23, 18, 6, 4, 24, 14, 1, 19, 21, 9)","(435, 121, 13, 12, 8, 8, 7, 6, 6, 6, 4, 3, 3, 3, 1)"
491,CGTN记者揭西方涉疆涉恐双重标准,"(15, 16, 4, 22, 17, 8, 6, 12, 18, 14, 11, 24, 20, 5, 1, 2, 9, 10, 13, 19)","(103, 41, 19, 18, 15, 9, 7, 7, 5, 4, 4, 4, 3, 2, 1, 1, 1, 1, 1, 1)"
492,Cindy爆炸双马尾,"(11, 15, 6, 22, 3, 16, 1, 8, 13, 9, 21, 2, 24, 20, 10, 23, 14, 5, 7, 19)","(481, 131, 53, 46, 39, 30, 27, 17, 15, 14, 14, 8, 5, 3, 2, 2, 1, 1, 1, 1)"
493,CJ发高以翔事件现场照片时间,"(4, 5, 1, 17, 18, 19, 14, 23, 22, 15, 13, 24, 11, 21, 6, 9, 10, 20, 2, 3, 8, 12, 7, 16)","(8753, 1294, 793, 294, 97, 22, 17, 17, 13, 12, 11, 10, 9, 9, 8, 8, 8, 8, 7, 7, 7, 7, 6, 6)"
494,CNN主播批评特朗普,"(8, 15, 14, 6, 4, 2, 3, 18, 9, 13, 24, 11, 1, 10, 7, 19, 20, 12, 5, 21, 22, 23, 16, 17)","(3917, 968, 389, 353, 53, 21, 20, 17, 16, 15, 15, 13, 11, 11, 10, 10, 9, 8, 7, 7, 6, 5, 4, 3)"
495,CNN称伊朗导弹击中区域没有美国人,"(11, 3, 14, 6, 8, 5, 16, 9, 18, 12, 15, 22, 13, 19, 17, 1, 7, 10, 23, 4, 24, 20, 21)","(301, 49, 41, 26, 23, 16, 16, 15, 14, 12, 12, 10, 8, 8, 6, 4, 4, 4, 4, 3, 3, 1, 1)"
496,COSMO合照放大后,"(3, 6, 13, 24, 23, 1, 15, 14, 9, 10, 12, 19, 2, 5, 4, 22, 7, 11, 16, 20, 8, 18, 21)","(87, 42, 20, 16, 14, 10, 10, 9, 9, 9, 9, 9, 8, 8, 8, 8, 7, 7, 5, 5, 4, 3, 2)"
497,cosmo大合照,"(6, 3, 15, 2, 1, 24, 19, 13, 18, 20, 10, 22, 21, 16, 17, 23)","(24, 19, 12, 9, 7, 7, 6, 4, 4, 4, 3, 3, 2, 1, 1, 1)"
498,cosmo时尚盛典,"(16, 5, 7, 19, 23, 11, 15, 21, 12, 17, 13, 18, 3, 22, 1, 2, 9, 6, 4, 8, 10, 14, 24)","(1727, 277, 210, 189, 62, 22, 22, 18, 17, 15, 13, 12, 11, 11, 8, 7, 6, 5, 5, 3, 3, 1, 1)"
499,COVID-19,"(6, 8, 15, 16, 1, 7, 19, 11, 12, 13, 5, 17, 18, 20, 10, 2, 14, 21, 23, 3, 4, 22)","(107, 45, 39, 36, 31, 13, 13, 9, 9, 9, 8, 7, 6, 6, 5, 3, 3, 3, 3, 1, 1, 1)"
500,CPA成绩,"(6, 5, 21, 2, 1, 3, 8, 4, 19, 7, 16, 13, 9, 11, 24, 10, 15, 22, 14, 17, 18, 12, 23, 20)","(1585, 1194, 520, 163, 142, 106, 103, 72, 64, 61, 60, 58, 54, 53, 36, 33, 32, 32, 29, 26, 25, 23, 23, 21)"
501,CP感很强的荧幕情侣,"(11, 16, 14, 8, 7, 5, 18, 4, 3, 9, 15, 1, 6, 12, 19, 22, 23, 24, 10, 21, 13, 20)","(1816, 1281, 259, 207, 181, 65, 34, 30, 24, 23, 22, 21, 8, 8, 8, 7, 7, 7, 6, 4, 1, 1)"
502,CSGO国服将停服一天,"(15, 18, 11, 5, 4, 22, 8, 6, 21, 19, 3, 14, 20, 23, 10, 13, 2, 16, 24, 1, 9, 12, 17)","(2700, 290, 188, 47, 42, 30, 21, 17, 16, 13, 11, 10, 9, 9, 7, 7, 6, 5, 5, 4, 4, 4, 2)"
503,CT4归我了,"(11, 2, 8, 19, 14, 13, 18, 7)","(471, 49, 35, 24, 23, 13, 8, 3)"
504,C罗为中国祈祷,"(16, 22, 15, 5, 19, 14, 4, 23)","(159, 15, 8, 7, 2, 1, 1, 1)"
505,C罗关注武磊,"(16, 24, 7, 8, 11, 22, 2, 10, 13, 19, 15, 20, 21, 9, 3, 14, 4)","(1490, 37, 16, 16, 15, 15, 9, 9, 9, 9, 8, 6, 6, 5, 2, 2, 2)"
506,C罗发起卷腹挑战,"(16, 7, 8, 6, 15, 22, 11, 21, 13, 3, 4, 18, 5, 12, 2, 1, 10)","(369, 143, 74, 63, 57, 33, 21, 21, 16, 15, 9, 9, 6, 4, 3, 2, 1)"
507,C罗尤文生涯第50球,"(7, 11, 21, 16, 19, 13, 8, 20, 2, 15)","(198, 67, 66, 30, 26, 6, 5, 5, 3, 2)"
508,C罗帽子戏法,"(15, 8, 21, 16, 13, 3, 6, 23, 2, 1, 14, 7, 22, 18, 19)","(93, 20, 17, 11, 8, 6, 6, 4, 3, 2, 2, 2, 2, 1, 1)"
509,C罗新冠病毒检测为阴性,"(16, 5, 15, 4, 8, 11, 23, 14, 18, 7, 17, 6, 21, 13, 19, 22, 1, 10, 9, 12, 24, 20, 3)","(2177, 142, 86, 81, 57, 43, 36, 29, 24, 15, 14, 13, 13, 9, 9, 9, 8, 8, 7, 6, 6, 3, 2)"
510,C罗梅开二度,"(7, 5, 8, 15, 16, 6, 3, 19, 2, 14, 22, 21, 10, 11, 20, 9, 13, 1, 17, 18, 23, 12, 4)","(128, 125, 87, 85, 78, 35, 22, 18, 17, 13, 12, 11, 10, 9, 7, 4, 4, 2, 2, 2, 2, 1, 1)"
511,C罗母亲中风被紧急送医,"(5, 16, 11, 18, 12, 14, 2, 15, 23, 10, 3, 17, 13, 20, 4, 19, 7, 22, 9, 24)","(1538, 244, 197, 106, 50, 35, 26, 17, 16, 14, 12, 9, 8, 6, 5, 5, 4, 4, 1, 1)"
512,C罗滞空头球,"(7, 15, 21, 8, 20, 3, 6, 24, 18, 22, 14, 17, 19, 2, 12, 5)","(631, 129, 122, 79, 14, 13, 13, 10, 9, 8, 6, 6, 5, 3, 3, 2)"
513,dmzj,"(11, 4, 8, 14, 1, 6, 15, 13, 16, 21, 18, 5, 17, 10, 23, 2, 9, 19, 3, 24, 12, 22, 20, 7)","(7903, 2157, 805, 476, 354, 207, 124, 88, 55, 53, 40, 36, 36, 26, 25, 24, 22, 16, 15, 13, 8, 6, 5, 3)"
514,Doinb,"(11, 15, 4, 8, 14, 18, 2, 6, 16, 19, 3, 1, 13, 7, 9, 10, 5, 12, 17, 20, 21, 22)","(1828, 1145, 218, 133, 121, 121, 88, 55, 48, 37, 30, 22, 16, 11, 11, 9, 8, 8, 8, 8, 4, 2)"
515,Doinb五杀,"(15, 8, 11, 4, 7, 3, 14, 2, 6, 22, 9, 21, 19, 5, 24, 12, 23, 10, 20, 13, 18, 17, 1, 16)","(1556, 333, 86, 70, 36, 31, 30, 28, 26, 25, 23, 23, 21, 18, 17, 16, 16, 12, 12, 11, 8, 7, 5, 2)"
516,Doinb希望加入中国国籍,"(7, 15, 14, 8, 6, 3, 11, 10, 4, 16, 2, 18, 21, 19, 24, 20, 23, 17, 1, 22, 13, 12, 5, 9)","(261, 169, 112, 51, 39, 26, 26, 23, 23, 21, 17, 17, 17, 14, 14, 13, 12, 11, 9, 9, 7, 6, 2, 1)"
517,Doinb成为LPL本地选手,"(15, 8, 16, 6, 3, 5, 17, 19, 12, 13, 22, 20, 21)","(301, 66, 15, 13, 9, 8, 8, 8, 5, 2, 2, 1, 1)"
518,Doinb止步16强,"(8, 4, 10, 21, 2, 6, 11, 19)","(50, 18, 9, 8, 4, 4, 4, 4)"
519,Doinb英雄池,"(11, 4, 8, 15, 9, 1, 23, 17, 14, 2, 18, 13, 21, 20, 3, 7, 24, 5, 6, 10, 19, 22, 16)","(783, 88, 73, 69, 56, 43, 36, 21, 20, 13, 12, 10, 10, 8, 6, 6, 6, 5, 4, 3, 3, 3, 2)"
520,doinb被气到唱rap,"(8, 6, 3, 16, 18, 17, 23, 4, 2, 5, 10, 15, 1, 11, 19, 22, 20, 21, 12, 24, 13)","(138, 58, 24, 17, 15, 9, 9, 7, 6, 6, 6, 6, 5, 5, 5, 5, 4, 3, 2, 2, 1)"
521,duck不必,"(3, 6, 8, 5, 2, 15, 7, 1, 13, 22, 11, 20, 24, 21, 16, 19, 23, 9, 4, 17, 14, 18, 10, 12)","(617, 334, 132, 36, 32, 26, 23, 22, 21, 20, 17, 16, 15, 10, 9, 9, 9, 7, 7, 5, 4, 4, 1, 1)"
522,Dunk,"(11, 6, 1, 7, 8, 5, 13, 4, 21, 18, 2, 17, 3, 24, 19, 22, 15, 14)","(929, 97, 81, 80, 80, 71, 30, 30, 30, 25, 19, 19, 14, 12, 6, 6, 5, 2)"
523,D社,"(14, 8, 1, 6, 4, 18, 5, 2, 11, 13, 16, 15, 9, 21, 17, 19, 20, 22, 23, 3, 7, 10, 24, 12)","(4975, 1430, 713, 521, 476, 420, 405, 166, 148, 86, 79, 54, 30, 22, 21, 16, 14, 14, 13, 12, 12, 12, 11, 10)"
524,E7ONE,"(16, 11, 22)","(163, 11, 3)"
525,ECMO,"(15, 16, 19, 5, 11, 3, 21, 4, 2, 22, 13, 10, 6, 12, 24, 17, 8, 14, 9, 18)","(1440, 197, 163, 93, 16, 15, 14, 11, 10, 10, 9, 8, 7, 6, 5, 4, 2, 1, 1, 1)"
526,EDG让二追三,"(15, 5, 8, 12, 16, 18, 9, 2, 17, 3, 7, 6, 21, 11, 14, 4, 23)","(185, 100, 35, 14, 10, 9, 8, 5, 5, 4, 4, 3, 3, 2, 1, 1, 1)"
527,Ella的高跟鞋,"(6, 2, 3, 12, 8, 15, 11, 1, 16, 23, 24, 7, 14, 22, 19, 17, 18, 21, 4, 20, 9, 10, 5, 13)","(397, 254, 130, 58, 47, 37, 19, 18, 18, 16, 15, 14, 12, 12, 11, 9, 8, 8, 6, 6, 4, 3, 2, 2)"
528,Ella表扬乃万,"(15, 11, 7, 16, 23, 22, 4, 14, 5, 3, 9, 24, 18, 19, 8, 6, 21, 2, 12, 13, 20)","(4758, 271, 244, 49, 31, 25, 13, 10, 10, 9, 9, 8, 5, 4, 3, 2, 2, 1, 1, 1, 1)"
529,Ella闻JonyJ头皮,"(3, 6, 11, 8, 12, 16, 19, 18, 15, 22, 4, 21, 17, 7, 20, 24, 2, 14, 23, 1, 5, 10, 13)","(3688, 653, 421, 214, 57, 44, 43, 23, 21, 20, 19, 19, 16, 10, 9, 8, 6, 4, 3, 1, 1, 1, 1)"
530,ELLEMEN鹿晗全封面,"(7, 16, 5, 23, 22, 19, 15, 20, 11, 18, 24, 10, 1, 21, 4, 2, 14, 8, 12, 3, 6)","(10154, 1043, 693, 370, 290, 287, 286, 127, 122, 27, 16, 12, 7, 7, 5, 3, 2, 2, 2, 1, 1)"
531,ELLE主编晓雪正式宣布离职,"(16, 14, 8, 4, 22, 5, 24, 12, 19, 20, 11, 21, 3, 7, 9, 10, 18, 1, 15, 23, 6, 2, 17)","(425, 43, 25, 22, 17, 11, 11, 10, 10, 10, 9, 9, 8, 8, 8, 8, 7, 6, 6, 6, 3, 2, 2)"
532,emoji家乡地名,"(6, 8, 3, 11, 9, 21, 10, 22, 19, 16, 2, 13, 23, 7, 14, 12)","(452, 140, 109, 28, 19, 14, 13, 13, 10, 9, 6, 6, 6, 5, 1, 1)"
533,emoji猜地名,"(8, 6, 3, 11, 21, 1, 7, 14, 4, 13, 20, 10, 15, 24, 16, 2, 12, 22, 9, 17, 18, 23, 19)","(730, 148, 61, 50, 26, 21, 21, 18, 18, 15, 15, 13, 13, 9, 8, 7, 7, 7, 6, 6, 5, 5, 1)"
534,eStarPro输了,"(5, 11, 19, 8, 2, 14, 4, 15, 3, 1, 10, 24, 23, 16, 6, 21, 7, 13, 17, 22)","(344, 138, 62, 46, 30, 28, 22, 18, 14, 13, 8, 8, 5, 4, 2, 2, 1, 1, 1, 1)"
535,eStar战胜FPX,"(8, 11, 22, 20, 15, 18, 2, 17, 23, 12, 3, 21, 7, 6, 4, 10, 9, 13, 16, 24, 1, 5, 19)","(151, 23, 15, 13, 10, 10, 9, 9, 9, 8, 7, 6, 5, 4, 4, 3, 2, 2, 2, 2, 1, 1, 1)"
536,eStar花海李元芳极限守家,"(19, 15, 14, 23, 16, 5, 8, 22, 17, 24, 11, 13)","(44, 24, 9, 9, 7, 5, 4, 4, 3, 3, 2, 1)"
537,eStar赢了,"(5, 16, 7, 8, 15, 18, 6, 11, 14, 2, 4, 21, 12, 24, 3, 10, 19, 1, 9)","(393, 375, 96, 54, 49, 45, 29, 25, 14, 11, 8, 5, 4, 4, 3, 3, 3, 1, 1)"
538,ETC不显示过路费被律师起诉,"(4, 15, 11, 1, 6, 8, 20, 24, 21, 23, 3, 13, 18, 2, 14, 9, 10)","(1203, 225, 18, 16, 15, 11, 11, 9, 6, 5, 4, 4, 4, 2, 2, 1, 1)"
539,ETC收费可以对账了,"(11, 4, 22, 14, 1, 6, 24, 2, 23, 3, 13, 21, 8, 10, 12, 16, 5, 9, 15, 19, 20)","(50, 41, 22, 17, 11, 11, 11, 6, 6, 5, 5, 4, 3, 2, 2, 2, 1, 1, 1, 1, 1)"
540,EXO 舞台,"(23, 7, 22, 6, 2, 16, 15, 17, 21, 20, 24, 13, 19)","(643, 274, 33, 13, 11, 9, 8, 8, 7, 2, 2, 1, 1)"
541,EXO回归新歌Obsession,"(7, 15, 16, 19, 22, 23, 2, 12, 13, 4, 20)","(163, 21, 18, 3, 2, 2, 1, 1, 1, 1, 1)"
542,EXO演唱会,"(5, 16, 7, 15, 6, 3, 19, 17, 21, 10, 11, 8, 23, 14, 12, 4, 9, 13, 18, 22, 24, 2, 1, 20)","(4475, 1346, 101, 40, 35, 16, 15, 14, 14, 12, 11, 10, 10, 8, 8, 8, 7, 7, 7, 6, 6, 3, 2, 2)"
543,F1女继承人4.6亿元珠宝被盗,"(6, 8, 3, 21, 4, 16, 18, 19, 11, 20, 15, 22, 24, 9, 10, 23)","(255, 103, 28, 26, 17, 15, 11, 11, 10, 5, 4, 4, 2, 1, 1, 1)"
544,Facebook向每名员工发放1000美元,"(24, 8, 14, 15, 16, 7, 6, 13, 4, 5, 1, 3, 2, 10, 23, 11, 17, 19, 21, 12, 18, 9, 20, 22)","(3117, 195, 142, 126, 45, 40, 39, 34, 33, 15, 12, 12, 11, 11, 9, 8, 8, 8, 8, 7, 7, 4, 3, 1)"
545,Faker,"(8, 6, 5, 16, 11, 3, 17, 9, 14, 18, 4, 12, 13, 24, 15, 21, 10, 22, 2, 1, 19, 23, 7, 20)","(4659, 612, 402, 124, 119, 70, 45, 33, 27, 17, 14, 11, 11, 11, 8, 8, 6, 6, 4, 3, 3, 3, 1, 1)"
546,Faker2000杀,"(15, 12, 8, 11, 16, 4, 21, 23, 19, 6, 3, 22, 1, 14, 7, 10)","(635, 38, 35, 23, 18, 9, 9, 8, 7, 4, 2, 2, 1, 1, 1, 1)"
547,Faker九冠王,"(7, 15, 8, 16, 10, 4, 5, 19, 12, 17, 24, 18, 20, 14, 2, 6, 9, 11, 22, 3)","(517, 167, 107, 41, 15, 13, 11, 10, 9, 8, 8, 6, 6, 5, 4, 4, 2, 2, 2, 1)"
548,Faker成为T1股东,"(15, 8, 11, 23, 3, 4, 20, 6, 2, 5, 7, 16, 22, 9, 13, 1)","(575, 290, 48, 18, 17, 14, 14, 11, 9, 6, 6, 6, 6, 3, 3, 1)"
549,FBI已成功解锁iPhone,"(16, 8, 14, 18, 11, 10, 12, 20, 4, 15, 1, 22, 23, 3, 13, 17, 6, 9, 21, 24)","(150, 117, 77, 25, 23, 17, 16, 9, 8, 8, 7, 7, 7, 6, 6, 6, 4, 4, 4, 1)"
550,FBI警告美国针对亚裔仇恨犯罪或激增,"(4, 8, 11, 14, 2, 18, 1, 5, 10, 13, 19, 20, 6, 3, 22, 7, 12, 15, 16, 23, 9, 17, 24, 21)","(4209, 273, 96, 75, 67, 42, 35, 29, 25, 22, 20, 20, 18, 14, 14, 11, 11, 11, 11, 9, 8, 7, 7, 2)"
